ba_code,model,reference,days,skill,skill_low,skill_high,dm_stat,dm_p,flag
SOCO,lgbm_global,operator_debiased,366,-4.207011958285589,-5.587913558560578,-3.062133340640435,6.771952009439018,1.2705628974847405e-11,""
SWPP,lgbm_global,operator_debiased,366,-0.5517610667436437,-0.836624806851939,-0.29527343194873057,3.534588565095216,0.0004084105424333585,""
TVA,lgbm_global,operator_debiased,366,-1.0059618486879818,-1.580700316132985,-0.6492308250500824,3.9605810029857245,0.00007476762447891762,""
CISO,seasonal_naive+cqr,operator_debiased,366,-1.59684415230863,-1.9258370073373843,-1.2728072737371012,7.758730616310582,8.578364126918751e-15,""
ERCO,seasonal_naive+cqr,operator_debiased,366,-2.459328593661723,-2.9665184033332275,-1.9983284155765513,8.67632568847782,4.0876048354983004e-18,""
FPL,seasonal_naive+cqr,operator_debiased,358,-2.796678845802266,-3.2997318053387996,-2.4156660358666926,14.189763255852071,1.0601602865174509e-45,""
ISNE,seasonal_naive+cqr,operator_debiased,366,-4.661627720519684,-5.381054464681272,-3.9140247467098455,10.143641113747877,3.5366610886610034e-24,""
MISO,seasonal_naive+cqr,operator_debiased,366,-2.920599868180169,-3.608191373664489,-2.4387942425365523,8.625725980919546,6.368734457489341e-18,""
NYIS,seasonal_naive+cqr,operator_debiased,366,-3.874823854472708,-4.66077578400484,-3.1497910270809113,8.300232067412052,1.0390822348785025e-16,""
PJM,seasonal_naive+cqr,operator_debiased,364,-3.273439798366832,-3.8918687479169223,-2.752757715392822,9.63290044817267,5.80668646090416e-22,""
SOCO,seasonal_naive+cqr,operator_debiased,366,-9.758124946533842,-12.134779844533952,-7.671111583239912,9.57013192310735,1.0676934748534757e-21,""
SWPP,seasonal_naive+cqr,operator_debiased,366,-2.1962844720183794,-2.75186186732105,-1.7315155461385938,8.561258887246105,1.1164169542144173e-17,""
TVA,seasonal_naive+cqr,operator_debiased,366,-3.536724813256611,-4.587104769805989,-2.8392624012224106,7.8486173637699235,4.206488635360958e-15,""
CISO,ridge+cqr,operator_debiased,366,-0.6700348135254448,-0.8202519975492243,-0.5443032001086066,9.4374506298163,3.819592708194064e-21,""
ERCO,ridge+cqr,operator_debiased,366,-1.3056087646455952,-1.5878460833030483,-0.9890039608601823,7.503991730395078,6.190321128765193e-14,""
FPL,ridge+cqr,operator_debiased,358,-1.5370720250543584,-1.8568234494723648,-1.316582904919815,13.188028066939047,1.0284022987450302e-39,""
ISNE,ridge+cqr,operator_debiased,366,-2.629479859714635,-2.9231739501615426,-2.329304767069326,16.141080891297957,1.3122301959522573e-58,""
MISO,ridge+cqr,operator_debiased,366,-1.3376289771011942,-1.6049094542954678,-1.1068895671933983,10.16698091645731,2.784043581690619e-24,""
NYIS,ridge+cqr,operator_debiased,366,-2.0381139651460893,-2.3504641279776384,-1.778153111415564,12.005304464890763,3.332352769991394e-33,""
PJM,ridge+cqr,operator_debiased,364,-1.5505949257181109,-1.8474101228672049,-1.3141914985037093,10.425488646363696,1.8968180334391704e-25,""
SOCO,ridge+cqr,operator_debiased,366,-6.198764099847198,-7.478824468255973,-4.99927418723756,10.025852389218203,1.1734267456062548e-23,""
SWPP,ridge+cqr,operator_debiased,366,-1.008581489170214,-1.2875098805802967,-0.7414781847169315,7.463022229369411,8.456007410711112e-14,""
TVA,ridge+cqr,operator_debiased,366,-1.9276423528879074,-2.625402985725947,-1.4630526315345704,6.912688678449852,4.75552850222364e-12,""
CISO,lgbm_global+cqr,operator_debiased,366,-0.3052688183260053,-0.4134780667114776,-0.2090571000863121,5.991572554000687,2.0782156993579823e-9,""
ERCO,lgbm_global+cqr,operator_debiased,366,-0.8841749911886194,-1.1751293151750397,-0.5977104162215184,4.769856319642525,1.8435736809605934e-6,""
FPL,lgbm_global+cqr,operator_debiased,358,-1.1352436554803935,-1.3456310218203738,-0.9834658243024387,13.509714819559642,1.3705130821419456e-41,""
ISNE,lgbm_global+cqr,operator_debiased,366,-1.9946236650904883,-2.2513468603683666,-1.7460506261873214,14.823083519804463,1.0390320013886152e-49,""
MISO,lgbm_global+cqr,operator_debiased,366,-0.655850316131479,-0.9713056855696776,-0.39334616745543405,3.8862749370014935,0.00010179421336639565,""
NYIS,lgbm_global+cqr,operator_debiased,366,-1.3477460612140693,-1.5736278475150283,-1.1314307674666948,10.356390261494255,3.914575732778868e-25,""
PJM,lgbm_global+cqr,operator_debiased,364,-0.6922136438202029,-1.0334193351337972,-0.43341393462590944,4.171602426722919,0.00003024650404551537,""
SOCO,lgbm_global+cqr,operator_debiased,366,-4.207011958285589,-5.575713211895456,-3.091307856477894,6.771952009439018,1.2705628974847405e-11,""
SWPP,lgbm_global+cqr,operator_debiased,366,-0.5517610667436437,-0.837429040098404,-0.3097969774267011,3.534588565095216,0.0004084105424333585,""
TVA,lgbm_global+cqr,operator_debiased,366,-1.0059618486879818,-1.6016138685428463,-0.6490075870356061,3.9605810029857245,0.00007476762447891762,""
