ba_code,model,hours,coverage_80,width_80_pct,pinball_80,coverage_95,width_95_pct,pinball_95
PJM,lgbm_global,8734,68.66269750400733,8.092453078289319,819.5046304020542,87.97801694527135,14.07163200113279,370.3871724026312
PJM,lgbm_global+cqr,8734,77.53606594916418,10.33346153065587,816.958724897194,92.34027936798718,19.775205697133934,339.87630317274073
PJM,ridge,8734,75.2690634302725,14.241700733986766,1125.589013162747,92.23723379894665,23.314600583763806,423.34236029924085
PJM,ridge+cqr,8734,78.4520265628578,15.733362263854993,1134.2410200438842,93.64552324250057,26.67220133429974,425.6495158699862
PJM,seasonal_naive,8734,74.53629493931761,25.12604898179658,1968.956862620349,93.42798259674834,43.27518656886765,663.4527728337451
PJM,seasonal_naive+cqr,8734,76.36821616670483,27.991126811296954,1993.4639813927765,92.37462789100069,43.103345837354986,675.3140211790187
SOCO,lgbm_global,8782,66.24914598041448,10.709794725386445,333.0710714199132,85.39057162377591,17.779281473070906,149.95075094148393
SOCO,lgbm_global+cqr,8782,79.21885675244819,15.498564881248653,321.96894076830137,93.11090867683899,26.802760502751337,126.86992468946646
SOCO,ridge,8782,75.81416533819176,18.158922927049343,429.60023113055024,93.0995217490321,31.149644730329552,171.30599439673307
SOCO,ridge+cqr,8782,79.60601229788203,21.072447714743934,426.1575523532473,93.86244591209292,35.39194372212737,165.14328253068135
SOCO,seasonal_naive,8782,80.25506718287406,31.193072190915622,684.9626490581236,94.6823047141881,59.46258566791712,258.65300328375145
SOCO,seasonal_naive+cqr,8782,79.03666590753815,33.200196413598846,683.2000142867332,93.35003416078342,56.501368207210405,249.87446493307883
SWPP,lgbm_global,8783,64.61345781623591,7.590384203173246,342.65414371536235,85.64271888876239,13.585090248045804,165.27306355955153
SWPP,lgbm_global+cqr,8783,81.600819765456,12.001001101609816,329.57236778890007,94.77399521803484,22.723516305626177,139.43485646418927
SWPP,ridge,8783,75.65752020949562,14.416603365203809,405.32140776952474,92.13252874871911,23.084578554533206,157.27107165345555
SWPP,ridge+cqr,8783,80.78105430946145,16.506397850973116,408.18577213813927,94.12501423203916,27.904497111192004,160.13496496541603
SWPP,seasonal_naive,8783,78.10543094614596,25.528979224576617,680.8597711385349,94.3868837527041,43.25114510362201,243.4007420277736
SWPP,seasonal_naive+cqr,8783,79.63110554480247,27.485101713511874,689.1212706480829,94.11362860070591,45.223063704827666,252.00196968909734
TVA,lgbm_global,8783,67.71034953888193,11.000016228572758,241.26260573652954,86.08675851075942,18.377659690013992,115.31488830455392
TVA,lgbm_global+cqr,8783,79.42616418080382,15.450800952526958,238.72971832200847,93.27109188204486,29.343079478046548,99.98239433947148
TVA,ridge,8783,78.64055561880906,20.428787400924396,333.29992133070107,92.59933963338267,33.9091147283449,141.06653920029257
TVA,ridge+cqr,8783,79.30092223613799,22.960162994003472,335.35912312076346,92.81566662871457,39.678871439550804,131.59096636439958
TVA,seasonal_naive,8783,79.80189001480132,35.96500189439014,539.6192846787461,94.77399521803484,65.80067077166055,197.21071962488992
TVA,seasonal_naive+cqr,8783,78.85688261414096,38.36311866678712,542.1115236982544,93.43049072071047,62.28624528899005,185.5584384270545
