ba_code,model,hours,coverage_80,width_80_pct,pinball_80,coverage_95,width_95_pct,pinball_95
CISO,nhits,8782,79.53769073104077,16.12448553689619,296.609878754795,94.60259621953996,29.0278355622389,113.84822941612643
CISO,nhits+cqr,8782,79.10498747437941,15.934655001179001,297.29714727990313,95.3541334547939,29.973546238624778,114.15198376072867
ERCO,nhits,8784,73.94125683060109,14.170751892654295,649.1556350457863,90.97222222222223,25.967173599398986,261.8725480376698
ERCO,nhits+cqr,8784,78.44945355191257,15.945573640857734,645.1002558140154,94.5924408014572,30.34816971199679,253.6919245707751
FPL,nhits,8578,76.10165539752856,21.2449460534702,266.4679062718582,94.89391466542318,40.49197741762654,101.04952534315167
FPL,nhits+cqr,8578,79.36581953835393,22.896910581677506,266.9331911371204,95.570062951737,41.03829485773608,100.53808540598614
ISNE,nhits,8784,73.16712204007285,19.980580292453517,225.28982911935051,91.1316029143898,35.924829722808674,89.52714775238319
ISNE,nhits+cqr,8784,78.2559198542805,22.15536422176502,221.65480925902207,94.31921675774134,40.716654622277325,84.93439063608974
MISO,nhits,8784,82.24043715846994,12.566316054285432,646.5464623400857,95.45765027322405,23.174865457510432,258.39517230813846
MISO,nhits+cqr,8784,78.32422586520947,12.09646332802126,649.4451407788664,94.33060109289617,22.55255449936377,255.68624991328346
NYIS,nhits,8760,76.26712328767124,15.128222285507723,215.95102256461365,93.3675799086758,28.00390789382153,80.97464988116263
NYIS,nhits+cqr,8760,77.8082191780822,15.922550258335566,214.34847694710507,93.94977168949772,28.456716599266436,78.60500501798171
PJM,nhits,8736,76.67124542124542,13.506780952341957,1061.7583336910484,92.78846153846153,24.592156631849107,429.7736019707426
PJM,nhits+cqr,8736,78.31959706959707,14.382811996372993,1068.4559221540178,93.88736263736264,26.68245894496602,428.8425384353807
SOCO,nhits,8783,75.97631788682682,18.198287614873642,398.820889364575,92.9409085733804,33.58258627705955,161.8765331519787
SOCO,nhits+cqr,8783,79.08459524080611,20.153250001844995,398.4665855514559,94.76260958670159,36.891897659690336,157.77694061220234
SWPP,nhits,8784,76.38888888888889,12.907723186543976,367.53748742609076,91.88296903460838,23.507040838734337,154.68469223550548
SWPP,nhits+cqr,8784,78.56329690346084,14.011619359217331,362.9182552150038,95.45765027322405,27.528828451756066,146.75527964663206
TVA,nhits,8784,75.38706739526411,18.749471003600277,305.6817703941915,92.13342440801458,34.410134624146934,123.81224330075239
TVA,nhits+cqr,8784,78.14207650273224,21.65968356011421,305.5414602977982,93.8752276867031,39.0815160140918,116.32513969574258
