ba_code,model,hours,coverage_80,width_80_pct,pinball_80,coverage_95,width_95_pct,pinball_95
CISO,lgbm_global,8781,68.14713586151919,8.770310797770078,205.67413398644482,87.25657669969252,14.427387909961723,79.74061060501981
CISO,lgbm_global+cqr,8781,79.6606309076415,10.903610612731933,199.45910340901855,94.43115818243936,18.225420488165536,72.72643852424254
CISO,nhits,8781,79.53536043730783,16.124845015773765,296.62927761844645,94.6019815510762,29.02664544801257,113.8502506382522
CISO,nhits+cqr,8781,79.10260790342785,15.93500867850438,297.31677841918093,95.35360437307824,29.97231912477207,114.15368734085405
CISO,ridge,8781,76.76802186539119,12.986853368718332,246.63199397770447,92.84819496640473,19.7318832096366,87.02015410387996
CISO,ridge+cqr,8781,78.47625555175948,13.607307882153584,244.78040554446747,94.21478191549937,20.933719621032846,86.2349328232865
CISO,seasonal_naive,8781,78.69263181869947,21.45116280230331,433.6712772586563,94.77280491971301,37.83135798224416,155.48413200002722
CISO,seasonal_naive+cqr,8781,78.10044414075846,21.77596484466124,426.05132271544966,93.81619405534677,36.7371739988853,157.80156834266782
ERCO,lgbm_global,8783,69.15632471820562,9.230449539918888,541.0180798289839,86.86098144142093,15.563018402891084,245.09549012360054
ERCO,lgbm_global+cqr,8783,79.36923602413754,12.568690542759377,538.7431140999672,93.12307867471252,24.056937620906098,233.28579476843214
ERCO,nhits,8783,73.93828987817375,14.171539195859111,649.213828872182,90.97119435272685,25.96870596130786,261.8955903750054
ERCO,nhits+cqr,8783,78.44699988614369,15.946061132122058,645.1484397682312,94.59182511670272,30.349527568872908,253.71083315024418
ERCO,ridge,8783,77.93464647614711,15.68717572636558,684.4042955146977,93.5785039280428,26.186773127705862,267.1076728396216
ERCO,ridge+cqr,8783,78.6063987248093,17.363425812877804,701.9000895973061,93.07753614937948,29.541660439561674,267.37206946275387
ERCO,seasonal_naive,8783,81.39587840145737,27.026477171752425,1092.6058540267295,95.26357736536491,47.66275539012421,407.07270353403646
ERCO,seasonal_naive+cqr,8783,78.00296026414665,26.96237167729955,1141.9264900133837,92.04144369805306,46.18566659356645,435.5929658453669
FPL,lgbm_global,8547,72.71557271557272,12.224870319934718,165.93573823626147,89.28278928278928,19.702538018384725,62.908503053871364
FPL,lgbm_global+cqr,8547,80.61308061308061,14.592415104573533,163.04073298709034,95.2965952965953,24.291558833974698,59.2083783284892
FPL,nhits,8547,76.19047619047619,21.267073179884513,266.63134838750074,94.94559494559495,40.5409679351347,101.14413880544255
FPL,nhits+cqr,8547,79.45477945477946,22.922297206741266,267.1108119191127,95.6007956007956,41.0848262553235,100.67601811025277
FPL,ridge,8547,75.62887562887563,16.928820461723856,213.48438648466032,92.3949923949924,26.488454432937313,75.85591507401068
FPL,ridge+cqr,8547,79.91107991107991,19.154117715913834,211.20513880437517,94.51269451269451,29.027010225950328,72.43352119253876
