model,hours,mae,rmse,mape,bias_pct
nhits,87559,30111367.270357132,786017662.2300484,47444.67837827007,47439.576627184986
nhits+cqr,87559,30111367.270357132,786017662.2300484,47444.67837827007,47439.576627184986
operator,87559,1146.071745908473,1887.2261187165925,3.056258332276806,-0.5449351976972509
operator_debiased,87559,758.3694661498547,1264.9028127811205,2.0611252892948504,-0.014756387343400804
